Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Ohio,US,2021-07-17 04:30:56,40.3888,-82.7649,1116322,20612,,,39.0,9550.110786972478,17181794.0,,1.8465998161820687,84000039.0,USA,1.4698987946035195e-05,,2021-07-16,,
Oklahoma,US,2021-07-17 04:30:56,35.5653,-96.9289,464607,7417,,,40.0,11741.481046992763,4176571.0,,1.5964029814445326,84000040.0,USA,105549.69950500016,,2021-07-16,,
Oregon,US,2021-07-17 04:30:56,44.572,-122.0709,211998,2817,,,41.0,5026.344696219798,5542798.0,,1.3287861206237794,84000041.0,USA,131416.39699203626,,2021-07-16,,
Pennsylvania,US,2021-07-17 04:30:56,40.5908,-77.2098,1229749,27786,,,42.0,9605.921392371138,14798759.0,,2.259485472238644,84000042.0,USA,115597.34194428692,,2021-07-16,,
Puerto Rico,US,2021-07-17 04:30:56,18.2208,-66.5901,141483,2560,,,72.0,4430.073764111402,2424685.0,,1.8094046634578005,630.0,PRI,75921.01810630574,,2021-07-16,,
Rhode Island,US,2021-07-17 04:30:56,41.6809,-71.5118,152971,2736,,,44.0,14439.93124156921,4540009.0,,1.788574304933615,84000044.0,USA,428561.0854090343,,2021-07-16,,
South Carolina,US,2021-07-17 04:30:56,33.8569,-80.945,601803,9862,,,45.0,11688.41384469986,6757315.0,,1.638742246216785,84000045.0,USA,131242.77246706653,,2021-07-16,,
South Dakota,US,2021-07-17 04:30:56,44.2998,-99.4388,124764,2041,,,46.0,14103.061179505325,829326.0,,1.6358885575967426,84000046.0,USA,9.374527360259716e-06,,2021-07-16,,
Tennessee,US,2021-07-17 04:30:56,35.7478,-86.6923,873282,12573,,,47.0,12794.95880468121,8282482.0,,1.4424518476979595,84000047.0,USA,121280.87525665625,,2021-07-16,,
Texas,US,2021-07-17 04:30:56,31.0545,-97.5635,3070812,52792,,,48.0,10590.511114319996,26070027.0,,1.7191544125788227,84000048.0,USA,89909.41506485008,,2021-07-16,,
Utah,US,2021-07-17 04:30:56,40.15,-111.8624,422619,2413,,,49.0,13182.29995527078,3634682.0,,0.5709634446155994,84000049.0,USA,113372.72665456006,,2021-07-16,,
Vermont,US,2021-07-17 04:30:56,44.0459,-72.7107,24550,258,,,50.0,3934.3642275745246,1752018.0,,1.0509164969450102,84000050.0,USA,280777.06498031213,,2021-07-16,,
Virgin Islands,US,2021-07-17 04:30:56,18.3358,-64.8963,4160,32,,,78.0,3878.1370026475743,136353.0,,0.7692307692307693,850.0,VIR,127114.33046202036,,2021-07-16,,
Virginia,US,2021-07-17 04:30:56,37.7693,-78.17,684499,11477,,,51.0,8019.418620004243,7819213.0,,1.6767007694678882,84000051.0,USA,91607.9385448032,,2021-07-16,,
Washington,US,2021-07-17 04:30:56,47.4009,-121.4905,460067,6042,,,53.0,6041.673861996485,7860010.0,,1.313286977766282,84000053.0,USA,103218.91587971096,,2021-07-16,,
West Virginia,US,2021-07-17 04:30:56,38.4912,-80.9545,164933,2919,,,54.0,9203.095505000429,3096531.0,,1.7698095590330618,84000054.0,USA,172783.31520796003,,2021-07-16,,
Wisconsin,US,2021-07-17 04:30:56,44.2685,-89.6165,679826,8209,,,55.0,11675.976060870764,9180794.0,,1.207514864097578,84000055.0,USA,1.5767965768268048e-05,,2021-07-16,,
Wyoming,US,2021-07-17 04:30:56,42.756,-107.3025,63523,760,,,56.0,10975.725647462934,802378.0,,1.1964170457944368,84000056.0,USA,138637.6712932326,,2021-07-16,,
Alabama,US,2021-07-18 04:31:17,32.3182,-86.9023,559478,11443,,,1.0,11410.501541345064,,,2.0452993683397738,84000001.0,USA,,,2021-07-17,,
Alaska,US,2021-07-18 04:31:17,61.3707,-152.4044,72440,381,,,2.0,9902.330000205046,2428810.0,,0.5259525124240751,84000002.0,USA,332011.01777744363,,2021-07-17,,
American Samoa,US,2021-07-18 04:31:17,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-07-17,,
Arizona,US,2021-07-18 04:31:17,33.7298,-111.4312,906116,18100,,,4.0,12448.842289101223,10469106.0,,1.9975367392254413,84000004.0,USA,143831.74946903414,,2021-07-17,,
Arkansas,US,2021-07-18 04:31:17,34.9697,-92.3731,362580,5992,,,5.0,12014.69677951252,3200464.0,,1.6526008053395114,84000005.0,USA,106052.74563888178,,2021-07-17,,
California,US,2021-07-18 07:31:01,36.1162,-119.6816,3926861,63642,,,6.0,9943.356009101284,71458534.0,,1.6206051606567942,84000006.0,USA,180851.7177077078,,2021-07-17,,
Colorado,US,2021-07-18 04:31:17,39.0598,-105.3111,570784,6963,,,8.0,9825.57630702293,9257186.0,,1.2169754466455414,84000008.0,USA,160750.31048480087,,2021-07-17,,
Connecticut,US,2021-07-18 04:31:17,41.5978,-72.7554,350675,8282,,,9.0,9835.814059288916,8926296.0,,2.361730947458473,84000009.0,USA,250366.82881350085,,2021-07-17,,
Delaware,US,2021-07-18 04:31:17,39.3185,-75.5071,110339,1697,,,10.0,11331.184968842554,1937832.0,,1.5379874749635216,84000010.0,USA,1.9900427619012407e-05,,2021-07-17,,
Diamond Princess,US,2021-07-18 04:31:17,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-07-17,,
District of Columbia,US,2021-07-18 04:31:17,38.8974,-77.0268,49652,1146,,,11.0,7035.362430552505,1698967.0,,2.3080641263191817,84000011.0,USA,240732.47004246552,,2021-07-17,,
Florida,US,2021-07-18 04:31:17,27.7663,-81.6868,2450344,38388,,,12.0,11408.76247809534,32201549.0,,1.566637174209009,84000012.0,USA,149929.89717678356,,2021-07-17,,
Georgia,US,2021-07-18 04:31:17,33.0406,-83.6431,1145976,21558,,,13.0,10793.35352844094,9281042.0,,1.8811912291356887,84000013.0,USA,87413.32053926832,,2021-07-17,,
Grand Princess,US,2021-07-18 04:31:17,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-07-17,,
Guam,US,2021-07-18 04:31:17,13.4443,144.7937,8477,142,,,66.0,5161.694950343727,171258.0,,1.6751209154181903,316.0,GUM,104279.99926931298,,2021-07-17,,
Hawaii,US,2021-07-18 04:31:17,21.0943,-157.4983,39090,523,,,15.0,2760.842788048637,1768342.0,,1.3379380915835253,84000015.0,USA,124894.1994756588,,2021-07-17,,
Idaho,US,2021-07-18 04:31:17,44.2405,-114.4788,196856,2173,,,16.0,11015.603797287731,812278.0,,1.1038525622790265,84000016.0,USA,45453.18720919496,,2021-07-17,,
Illinois,US,2021-07-18 04:31:17,40.3495,-88.9861,1399948,25820,,,17.0,11047.709717490485,26292979.0,,1.842213913965253,84000017.0,USA,207491.71725200352,,2021-07-17,,
Indiana,US,2021-07-18 04:31:17,39.8494,-86.2583,760163,13940,,,18.0,11291.41817876097,11022858.0,,1.83381722078028,84000018.0,USA,1.6373290886704664e-05,,2021-07-17,,
Iowa,US,2021-07-18 04:31:17,42.0115,-93.2105,375278,6158,,,19.0,11894.442912518582,1506131.0,,1.640916866962625,84000019.0,USA,47736.84894471439,,2021-07-17,,
Kansas,US,2021-07-18 04:31:17,38.5266,-96.7265,324367,5201,,,20.0,11133.952605177472,1470084.0,,1.6034306819127715,84000020.0,USA,50460.88406536336,,2021-07-17,,
Kentucky,US,2021-07-18 04:31:17,37.6681,-84.6701,470220,7292,,,21.0,10524.942179071744,5560282.0,,1.5507634724171664,84000021.0,USA,124455.88564785292,,2021-07-17,,
Louisiana,US,2021-07-18 04:31:17,31.1695,-91.8678,495945,10828,,,22.0,10668.250733416022,7301289.0,,2.1833066166611217,84000022.0,USA,157057.70141675454,,2021-07-17,,
Maine,US,2021-07-18 04:31:17,44.6939,-69.3819,69476,882,,,23.0,5168.529964023532,2382948.0,,1.2695031377741954,84000023.0,USA,177274.71559545666,,2021-07-17,,
Maryland,US,2021-07-18 04:31:17,39.0639,-76.8021,464031,9780,,,24.0,7675.414510857339,11069139.0,,2.107617810017003,84000024.0,USA,1.830917117677416e-05,,2021-07-17,,
Massachusetts,US,2021-07-18 04:31:17,42.2302,-71.5301,712272,14552,,,25.0,10334.010736012737,24206941.0,,2.529932385380866,84000025.0,USA,3.512068257351502e-05,,2021-07-17,,
Michigan,US,2021-07-18 04:31:17,43.3266,-84.5361,1003432,21109,,,26.0,10047.525462715646,14433916.0,,2.1036801696577347,84000026.0,USA,1.4452911461533893e-05,,2021-07-17,,
Minnesota,US,2021-07-18 04:31:17,45.6945,-93.9002,607524,7728,,,27.0,10772.405007986335,9566519.0,,1.2720485116637368,84000027.0,USA,169630.1992754137,,2021-07-17,,
Mississippi,US,2021-07-18 04:31:17,32.7416,-89.6787,326804,7465,,,28.0,10980.767427974875,2006897.0,,2.2842437669061577,84000028.0,USA,67432.67894181372,,2021-07-17,,
Missouri,US,2021-07-18 04:31:17,38.4561,-92.2884,651966,9894,,,29.0,10622.78856876203,5881779.0,,1.5175637993392292,84000029.0,USA,95834.5906461143,,2021-07-17,,
Montana,US,2021-07-18 04:31:17,46.9219,-110.4544,114663,1691,,,30.0,10728.42068231195,1483924.0,,1.474756460235647,84000030.0,USA,138843.0525328927,,2021-07-17,,
Nebraska,US,2021-07-18 04:31:17,41.1254,-98.2681,225861,2275,,,31.0,11675.975285462013,3098229.0,,1.0072566755659451,84000031.0,USA,160164.19493715907,,2021-07-17,,
Nevada,US,2021-07-18 04:31:17,38.3135,-117.0554,343096,5758,,,32.0,11138.91634060093,3613764.0,,1.6782474875836502,84000032.0,USA,117324.05761266637,,2021-07-17,,
New Hampshire,US,2021-07-18 04:31:17,43.4525,-71.5639,99907,1381,,,33.0,7347.664319844437,2127383.0,,1.382285525538751,84000033.0,USA,156458.46801268798,,2021-07-17,,
New Jersey,US,2021-07-18 04:31:17,40.2989,-74.521,1028503,26536,,,34.0,11579.385264219747,14600704.0,,2.580060534582787,84000034.0,USA,164381.80223570988,,2021-07-17,,
New Mexico,US,2021-07-18 04:31:17,34.8405,-106.2485,207189,4379,,,35.0,9881.063262669488,3729354.0,,2.113529193152146,84000035.0,USA,177856.84955711695,,2021-07-17,,
New York,US,2021-07-18 04:31:17,42.1657,-74.9481,2125535,53556,,,36.0,10926.200092620576,60020206.0,,2.519647994504913,84000036.0,USA,308530.69008805125,,2021-07-17,,
North Carolina,US,2021-07-18 04:31:17,35.6301,-79.8064,1022876,13523,,,37.0,9752.744161850726,14068960.0,,1.3220566324754908,84000037.0,USA,1.341423276167506e-05,,2021-07-17,,
North Dakota,US,2021-07-18 04:31:17,47.5289,-99.784,110798,1568,,,38.0,14565.743994583116,1596553.0,,1.4126126126126126,84000038.0,USA,209504.3447908437,,2021-07-17,,
Northern Mariana Islands,US,2021-07-18 04:31:17,15.0979,145.6739,183,2,,,69.0,331.85840707964604,17542.0,,1.092896174863388,580.0,MNP,31811.25779776585,,2021-07-17,,
Ohio,US,2021-07-18 04:31:17,40.3888,-82.7649,1116808,20617,,,39.0,9554.268506557391,17194842.0,,1.8462439380806728,84000039.0,USA,1.4710150482073042e-05,,2021-07-17,,
Oklahoma,US,2021-07-18 04:31:17,35.5653,-96.9289,464607,7417,,,40.0,11741.481046992763,4176571.0,,1.5964029814445326,84000040.0,USA,105549.69950500016,,2021-07-17,,
Oregon,US,2021-07-18 04:31:17,44.572,-122.0709,211998,2817,,,41.0,5026.344696219798,5551429.0,,1.3287861206237794,84000041.0,USA,131621.0327955489,,2021-07-17,,
Pennsylvania,US,2021-07-18 04:31:17,40.5908,-77.2098,1230193,27790,,,42.0,9609.389603443651,14816407.0,,2.2589951332839644,84000042.0,USA,115735.19552313314,,2021-07-17,,
Puerto Rico,US,2021-07-18 04:31:17,18.2208,-66.5901,141668,2561,,,72.0,4435.866429282204,2428748.0,,1.8077476917864304,630.0,PRI,76048.237558138,,2021-07-17,,
Rhode Island,US,2021-07-18 04:31:17,41.6809,-71.5118,152971,2736,,,44.0,14439.93124156921,4545284.0,,1.788574304933615,84000044.0,USA,429059.02709274745,,2021-07-17,,
South Carolina,US,2021-07-18 04:31:17,33.8569,-80.945,601803,9862,,,45.0,11688.41384469986,6765166.0,,1.638742246216785,84000045.0,USA,131395.25714576495,,2021-07-17,,
South Dakota,US,2021-07-18 04:31:17,44.2998,-99.4388,124764,2041,,,46.0,14103.061179505325,829326.0,,1.6358885575967426,84000046.0,USA,9.374527360259716e-06,,2021-07-17,,
Tennessee,US,2021-07-18 04:31:17,35.7478,-86.6923,873905,12575,,,47.0,12804.081430638613,8291173.0,,1.4416528574026233,84000047.0,USA,121408.13808522084,,2021-07-17,,
Texas,US,2021-07-18 04:31:17,31.0545,-97.5635,3074449,52816,,,48.0,10603.054275191707,26116510.0,,1.7179013215050891,84000048.0,USA,90069.72404114914,,2021-07-17,,
Utah,US,2021-07-18 04:31:17,40.15,-111.8624,422619,2413,,,49.0,13182.29995527078,3640097.0,,0.5709634446155994,84000049.0,USA,113541.6309259198,,2021-07-17,,
Vermont,US,2021-07-18 04:31:17,44.0459,-72.7107,24550,258,,,50.0,3934.3642275745246,1753552.0,,1.0509164969450102,84000050.0,USA,281022.90264732233,,2021-07-17,,
Virgin Islands,US,2021-07-18 04:31:17,18.3358,-64.8963,4160,32,,,78.0,3878.1370026475743,136353.0,,0.7692307692307693,850.0,VIR,127114.33046202036,,2021-07-17,,
Virginia,US,2021-07-18 04:31:17,37.7693,-78.17,684499,11477,,,51.0,8019.418620004243,7829358.0,,1.6767007694678882,84000051.0,USA,91726.794820561,,2021-07-17,,
Washington,US,2021-07-18 04:31:17,47.4009,-121.4905,460067,6042,,,53.0,6041.673861996485,7886719.0,,1.313286977766282,84000053.0,USA,103569.66276479526,,2021-07-17,,
West Virginia,US,2021-07-18 04:31:17,38.4912,-80.9545,164933,2919,,,54.0,9203.095505000429,3100265.0,,1.7698095590330618,84000054.0,USA,172991.66865218087,,2021-07-17,,
Wisconsin,US,2021-07-18 04:31:17,44.2685,-89.6165,679826,8209,,,55.0,11675.976060870764,9180794.0,,1.207514864097578,84000055.0,USA,1.5767965768268048e-05,,2021-07-17,,
Wyoming,US,2021-07-18 04:31:17,42.756,-107.3025,63523,760,,,56.0,10975.725647462934,803271.0,,1.1964170457944368,84000056.0,USA,138791.96694997398,,2021-07-17,,
Alabama,US,2021-07-19 04:30:57,32.3182,-86.9023,560202,11443,,,1.0,11425.267453706112,,,2.0426560419277333,84000001.0,USA,,,2021-07-18,,
Alaska,US,2021-07-19 04:30:57,61.3707,-152.4044,72440,381,,,2.0,9902.330000205046,2428810.0,,0.5259525124240751,84000002.0,USA,332011.01777744363,,2021-07-18,,
American Samoa,US,2021-07-19 04:30:57,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-07-18,,
Arizona,US,2021-07-19 04:30:57,33.7298,-111.4312,908248,18117,,,4.0,12478.133165501558,10486516.0,,1.9947195039240384,84000004.0,USA,144070.93997472356,,2021-07-18,,
Arkansas,US,2021-07-19 04:30:57,34.9697,-92.3731,362580,5992,,,5.0,12014.69677951252,3200464.0,,1.6526008053395114,84000005.0,USA,106052.74563888178,,2021-07-18,,
California,US,2021-07-19 04:30:57,36.1162,-119.6816,3936812,63675,,,6.0,9968.548213549007,71458534.0,,1.6173474374777057,84000006.0,USA,180851.7177077078,,2021-07-18,,
Colorado,US,2021-07-19 04:30:57,39.0598,-105.3111,571290,6972,,,8.0,9833.56417102642,9257186.0,,1.216163478365287,84000008.0,USA,160750.31048480087,,2021-07-18,,
Connecticut,US,2021-07-19 04:30:57,41.5978,-72.7554,350675,8282,,,9.0,9835.814059288916,8926296.0,,2.361730947458473,84000009.0,USA,250366.82881350085,,2021-07-18,,
Delaware,US,2021-07-19 04:30:57,39.3185,-75.5071,110387,1697,,,10.0,11336.11429463402,1938930.0,,1.537318706007048,84000010.0,USA,1.9911703451760383e-05,,2021-07-18,,
Diamond Princess,US,2021-07-19 04:30:57,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-07-18,,
District of Columbia,US,2021-07-19 04:30:57,38.8974,-77.0268,49652,1146,,,11.0,7035.362430552505,1698967.0,,2.3080641263191817,84000011.0,USA,240732.47004246552,,2021-07-18,,
Florida,US,2021-07-19 04:30:57,27.7663,-81.6868,2450344,38388,,,12.0,11408.76247809534,32245584.0,,1.566637174209009,84000012.0,USA,150134.9234325758,,2021-07-18,,
Georgia,US,2021-07-19 04:30:57,33.0406,-83.6431,1145976,21558,,,13.0,10793.35352844094,9281042.0,,1.8811912291356887,84000013.0,USA,87413.32053926832,,2021-07-18,,
Grand Princess,US,2021-07-19 04:30:57,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-07-18,,
Guam,US,2021-07-19 04:30:57,13.4443,144.7937,8477,142,,,66.0,5161.694950343727,171258.0,,1.6751209154181903,316.0,GUM,104279.99926931298,,2021-07-18,,
Hawaii,US,2021-07-19 04:30:57,21.0943,-157.4983,39254,523,,,15.0,2772.4257560005426,1768342.0,,1.3323482957150865,84000015.0,USA,124894.1994756588,,2021-07-18,,
Idaho,US,2021-07-19 04:30:57,44.2405,-114.4788,196856,2173,,,16.0,11015.603797287731,812278.0,,1.1038525622790265,84000016.0,USA,45453.18720919496,,2021-07-18,,
Illinois,US,2021-07-19 04:30:57,40.3495,-88.9861,1399948,25820,,,17.0,11047.709717490485,26292979.0,,1.842213913965253,84000017.0,USA,207491.71725200352,,2021-07-18,,
Indiana,US,2021-07-19 04:30:57,39.8494,-86.2583,760163,13940,,,18.0,11291.41817876097,11022858.0,,1.83381722078028,84000018.0,USA,1.6373290886704664e-05,,2021-07-18,,
Iowa,US,2021-07-19 04:30:57,42.0115,-93.2105,375278,6158,,,19.0,11894.442912518582,1506131.0,,1.640916866962625,84000019.0,USA,47736.84894471439,,2021-07-18,,
Kansas,US,2021-07-19 04:30:57,38.5266,-96.7265,324375,5198,,,20.0,11134.227206542102,1470084.0,,1.602466281310212,84000020.0,USA,50460.88406536336,,2021-07-18,,
Kentucky,US,2021-07-19 04:30:57,37.6681,-84.6701,470440,7297,,,21.0,10529.86644277681,5560282.0,,1.5511010968455063,84000021.0,USA,124455.88564785292,,2021-07-18,,
Louisiana,US,2021-07-19 04:30:57,31.1695,-91.8678,495945,10828,,,22.0,10668.250733416022,7301289.0,,2.1833066166611217,84000022.0,USA,157057.70141675454,,2021-07-18,,
Maine,US,2021-07-19 04:30:57,44.6939,-69.3819,69476,882,,,23.0,5168.529964023532,2382963.0,,1.2695031377741954,84000023.0,USA,177275.83149086602,,2021-07-18,,
Maryland,US,2021-07-19 04:30:57,39.0639,-76.8021,464197,9781,,,24.0,7678.160273120641,11082194.0,,2.1070795373515985,84000024.0,USA,1.8330765108308743e-05,,2021-07-18,,
Massachusetts,US,2021-07-19 04:30:57,42.2302,-71.5301,712272,14552,,,25.0,10334.010736012737,24206941.0,,2.529932385380866,84000025.0,USA,3.512068257351502e-05,,2021-07-18,,
Michigan,US,2021-07-19 04:30:57,43.3266,-84.5361,1003432,21109,,,26.0,10047.525462715646,14433916.0,,2.1036801696577347,84000026.0,USA,1.4452911461533893e-05,,2021-07-18,,
Minnesota,US,2021-07-19 04:30:57,45.6945,-93.9002,607524,7728,,,27.0,10772.405007986335,9566519.0,,1.2720485116637368,84000027.0,USA,169630.1992754137,,2021-07-18,,
Mississippi,US,2021-07-19 04:30:57,32.7416,-89.6787,326804,7465,,,28.0,10980.767427974875,2006897.0,,2.2842437669061577,84000028.0,USA,67432.67894181372,,2021-07-18,,
Missouri,US,2021-07-19 04:30:57,38.4561,-92.2884,653331,9894,,,29.0,10645.02915553551,5894343.0,,1.5143931636490535,84000029.0,USA,96039.30180525132,,2021-07-18,,
Montana,US,2021-07-19 04:30:57,46.9219,-110.4544,114663,1691,,,30.0,10728.42068231195,1483924.0,,1.474756460235647,84000030.0,USA,138843.0525328927,,2021-07-18,,
Nebraska,US,2021-07-19 04:30:57,41.1254,-98.2681,225861,2275,,,31.0,11675.975285462013,3098229.0,,1.0072566755659451,84000031.0,USA,160164.19493715907,,2021-07-18,,
Nevada,US,2021-07-19 04:30:57,38.3135,-117.0554,343096,5758,,,32.0,11138.91634060093,3613764.0,,1.6782474875836502,84000032.0,USA,117324.05761266637,,2021-07-18,,
New Hampshire,US,2021-07-19 04:30:57,43.4525,-71.5639,99907,1381,,,33.0,7347.664319844437,2128421.0,,1.382285525538751,84000033.0,USA,156534.80776429697,,2021-07-18,,
New Jersey,US,2021-07-19 04:30:57,40.2989,-74.521,1028931,26539,,,34.0,11584.203895660869,14600808.0,,2.579278882646164,84000034.0,USA,164382.97311811615,,2021-07-18,,
New Mexico,US,2021-07-19 04:30:57,34.8405,-106.2485,207189,4379,,,35.0,9881.063262669488,3729354.0,,2.113529193152146,84000035.0,USA,177856.84955711695,,2021-07-18,,
New York,US,2021-07-19 04:30:57,42.1657,-74.9481,2126680,53566,,,36.0,10932.085904477848,60096052.0,,2.51876163785807,84000036.0,USA,308920.5724340135,,2021-07-18,,
North Carolina,US,2021-07-19 04:30:57,35.6301,-79.8064,1022876,13523,,,37.0,9752.744161850726,14068960.0,,1.3220566324754908,84000037.0,USA,1.341423276167506e-05,,2021-07-18,,
North Dakota,US,2021-07-19 04:30:57,47.5289,-99.784,110809,1568,,,38.0,14566.79377793408,1597469.0,,1.4125108100317094,84000038.0,USA,209624.5449845288,,2021-07-18,,
Northern Mariana Islands,US,2021-07-19 04:30:57,15.0979,145.6739,183,2,,,69.0,331.85840707964604,17542.0,,1.092896174863388,580.0,MNP,31811.25779776585,,2021-07-18,,
Ohio,US,2021-07-19 04:30:57,40.3888,-82.7649,1117109,20623,,,39.0,9556.843555106894,17206443.0,,1.8462835766250203,84000039.0,USA,1.4720075112711842e-05,,2021-07-18,,
Oklahoma,US,2021-07-19 04:30:57,35.5653,-96.9289,464607,7417,,,40.0,11741.481046992763,4176571.0,,1.5964029814445326,84000040.0,USA,105549.69950500016,,2021-07-18,,
Oregon,US,2021-07-19 04:30:57,44.572,-122.0709,211998,2817,,,41.0,5026.344696219798,5551429.0,,1.3287861206237794,84000041.0,USA,131621.0327955489,,2021-07-18,,
Pennsylvania,US,2021-07-19 04:30:57,40.5908,-77.2098,1230534,27792,,,42.0,9612.053252037633,14816407.0,,2.2585316618638736,84000042.0,USA,115735.19552313314,,2021-07-18,,
Puerto Rico,US,2021-07-19 04:30:57,18.2208,-66.5901,141905,2561,,,72.0,4443.287303041557,2430306.0,,1.8047285155561816,630.0,PRI,76097.02119238724,,2021-07-18,,
Rhode Island,US,2021-07-19 04:30:57,41.6809,-71.5118,152971,2736,,,44.0,14439.93124156921,4545284.0,,1.788574304933615,84000044.0,USA,429059.02709274745,,2021-07-18,,
South Carolina,US,2021-07-19 04:30:57,33.8569,-80.945,601803,9862,,,45.0,11688.41384469986,6765166.0,,1.638742246216785,84000045.0,USA,131395.25714576495,,2021-07-18,,
South Dakota,US,2021-07-19 04:30:57,44.2998,-99.4388,124764,2041,,,46.0,14103.061179505325,829326.0,,1.6358885575967426,84000046.0,USA,9.374527360259716e-06,,2021-07-18,,
Tennessee,US,2021-07-19 04:30:57,35.7478,-86.6923,874382,12576,,,47.0,12811.066169935046,8291173.0,,1.440981151916241,84000047.0,USA,121408.13808522084,,2021-07-18,,
Texas,US,2021-07-19 04:30:57,31.0545,-97.5635,3076595,52827,,,48.0,10610.455326396188,26162412.0,,1.7170605815845117,84000048.0,USA,90228.02928457322,,2021-07-18,,
Utah,US,2021-07-19 04:30:57,40.15,-111.8624,422619,2413,,,49.0,13182.29995527078,3640097.0,,0.5709634446155994,84000049.0,USA,113541.6309259198,,2021-07-18,,
Vermont,US,2021-07-19 04:30:57,44.0459,-72.7107,24550,258,,,50.0,3934.3642275745246,1753552.0,,1.0509164969450102,84000050.0,USA,281022.90264732233,,2021-07-18,,
Virgin Islands,US,2021-07-19 04:30:57,18.3358,-64.8963,4160,32,,,78.0,3878.1370026475743,136353.0,,0.7692307692307693,850.0,VIR,127114.33046202036,,2021-07-18,,
Virginia,US,2021-07-19 04:30:57,37.7693,-78.17,684499,11477,,,51.0,8019.418620004243,7829358.0,,1.6767007694678882,84000051.0,USA,91726.794820561,,2021-07-18,,
Washington,US,2021-07-19 04:30:57,47.4009,-121.4905,460067,6042,,,53.0,6041.673861996485,7886719.0,,1.313286977766282,84000053.0,USA,103569.66276479526,,2021-07-18,,
West Virginia,US,2021-07-19 04:30:57,38.4912,-80.9545,164933,2919,,,54.0,9203.095505000429,3100265.0,,1.7698095590330618,84000054.0,USA,172991.66865218087,,2021-07-18,,
Wisconsin,US,2021-07-19 04:30:57,44.2685,-89.6165,679826,8209,,,55.0,11675.976060870764,9180794.0,,1.207514864097578,84000055.0,USA,1.5767965768268048e-05,,2021-07-18,,
Wyoming,US,2021-07-19 04:30:57,42.756,-107.3025,63523,760,,,56.0,10975.725647462934,803271.0,,1.1964170457944368,84000056.0,USA,138791.96694997398,,2021-07-18,,
Alabama,US,2021-07-20 04:30:49,32.3182,-86.9023,560920,11443,,,1.0,11439.910996627705,,,2.0400413606218355,84000001.0,USA,,,2021-07-19,,
Alaska,US,2021-07-20 04:30:49,61.3707,-152.4044,72899,381,,,2.0,9965.073918897677,2428810.0,,0.5226409141414834,84000002.0,USA,332011.01777744363,,2021-07-19,,
American Samoa,US,2021-07-20 04:30:49,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-07-19,,
Arizona,US,2021-07-20 04:30:49,33.7298,-111.4312,909282,18117,,,4.0,12492.33896578202,10501169.0,,1.992451186760543,84000004.0,USA,144272.2529258934,,2021-07-19,,
Arkansas,US,2021-07-20 04:30:49,34.9697,-92.3731,365132,6007,,,5.0,12099.261582263129,3200464.0,,1.645158463240691,84000005.0,USA,106052.74563888178,,2021-07-19,,
California,US,2021-07-20 04:30:49,36.1162,-119.6816,3942448,63697,,,6.0,9982.807092377465,71458534.0,,1.6155697060334968,84000006.0,USA,180851.7177077078,,2021-07-19,,
Colorado,US,2021-07-20 04:30:49,39.0598,-105.3111,572054,6978,,,8.0,9840.18020621192,9257186.0,,1.2151693225333968,84000008.0,USA,160750.31048480087,,2021-07-19,,
Connecticut,US,2021-07-20 04:30:49,41.5978,-72.7554,351084,8282,,,9.0,9847.285786529948,8926296.0,,2.3589796174134965,84000009.0,USA,250366.82881350085,,2021-07-19,,
Delaware,US,2021-07-20 04:30:49,39.3185,-75.5071,110423,1697,,,10.0,11339.811288977617,1940333.0,,1.536817510844661,84000010.0,USA,1.992611146027169e-05,,2021-07-19,,
Diamond Princess,US,2021-07-20 04:30:49,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-07-19,,
District of Columbia,US,2021-07-20 04:30:49,38.8974,-77.0268,49793,1146,,,11.0,7055.341204875955,1698967.0,,2.301528327274918,84000011.0,USA,240732.47004246552,,2021-07-19,,
Florida,US,2021-07-20 04:30:49,27.7663,-81.6868,2450344,38388,,,12.0,11408.76247809534,32324971.0,,1.566637174209009,84000012.0,USA,150504.5480350188,,2021-07-19,,
Georgia,US,2021-07-20 04:30:49,33.0406,-83.6431,1149266,21564,,,13.0,10824.340331924235,9281042.0,,1.8763280215372249,84000013.0,USA,87413.32053926832,,2021-07-19,,
Grand Princess,US,2021-07-20 04:30:49,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-07-19,,
Guam,US,2021-07-20 04:30:49,13.4443,144.7937,8478,143,,,66.0,5162.303856200793,171900.0,,1.6867185656994574,316.0,GUM,104670.91682954898,,2021-07-19,,
