Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Pennsylvania,US,2021-02-09 05:30:43,40.5908,-77.2098,881186,22489,735763.0,122934.0,42.0,6883.196040865212,9459462.0,,2.5521286084890136,84000042.0,USA,73890.5649739271,,2021-02-08,,
Puerto Rico,US,2021-02-09 05:30:43,18.2208,-66.5901,96161,1888,84983.0,9290.0,72.0,3010.964732375738,1606874.0,,1.9633739249799813,630.0,PRI,50313.96245225748,,2021-02-08,,
Rhode Island,US,2021-02-09 05:30:43,41.6809,-71.5118,119104,2420,7354.0,109330.0,44.0,11243.004037339491,2667850.0,,2.031837721655024,84000044.0,USA,251835.77647279823,,2021-02-08,,
South Carolina,US,2021-02-09 05:30:43,33.8569,-80.945,468403,7690,208593.0,252120.0,45.0,9097.47560264563,4494804.0,,1.641748665145185,84000045.0,USA,87299.54703252114,,2021-02-08,,
South Dakota,US,2021-02-09 05:30:43,44.2998,-99.4388,109283,1809,105166.0,2308.0,46.0,12353.121372189737,661963.0,,1.6553352305482096,84000046.0,USA,7.48269107079677e-06,,2021-02-08,,
Tennessee,US,2021-02-09 05:30:43,35.7478,-86.6923,739111,10566,707098.0,21779.0,47.0,10827.707713992935,6602798.0,,1.4289133848045084,84000047.0,USA,96685.16280299785,,2021-02-08,,
Texas,US,2021-02-09 05:30:43,31.0545,-97.5635,2538537,39498,2104894.0,394161.0,48.0,8754.819348306748,18220770.0,,1.5553052801672775,84000048.0,USA,62839.16670785067,,2021-02-08,,
Utah,US,2021-02-09 05:30:43,40.15,-111.8624,355122,1738,322825.0,30559.0,49.0,11076.938624897768,2683416.0,,0.4894092734327921,84000049.0,USA,83700.9093693679,,2021-02-08,,
Vermont,US,2021-02-09 05:30:43,44.0459,-72.7107,13046,183,9675.0,3188.0,50.0,2090.7419842336963,934293.0,,1.4027288057642189,84000050.0,USA,149729.08176265928,,2021-02-08,,
Virgin Islands,US,2021-02-09 05:30:43,18.3358,-64.8963,2466,24,2371.0,71.0,78.0,2298.914867434836,43056.0,,0.97323600973236,850.0,VIR,40138.7179774024,,2021-02-08,,
Virginia,US,2021-02-09 05:30:43,37.7693,-78.17,530825,6820,41636.0,482369.0,51.0,6219.012575568047,5449974.0,,1.2847925399142843,84000051.0,USA,63850.52859703082,,2021-02-08,,
Washington,US,2021-02-09 05:30:43,47.4009,-121.4905,323214,4451,,,53.0,4244.49824836672,4716859.0,,1.377106189707129,84000053.0,USA,61942.55126106172,,2021-02-08,,
West Virginia,US,2021-02-09 05:30:43,38.4912,-80.9545,125106,2131,107418.0,15557.0,54.0,6980.78896429813,2024166.0,,1.7033555544897927,84000054.0,USA,112946.42682771,,2021-02-08,,
Wisconsin,US,2021-02-09 05:30:43,44.2685,-89.6165,601391,6614,530216.0,64561.0,55.0,10328.859030432975,6335252.0,,1.0997836681958992,84000055.0,USA,1.0880762237923178e-05,,2021-02-08,,
Wyoming,US,2021-02-09 05:30:43,42.756,-107.3025,52784,624,51291.0,869.0,56.0,9120.203746291634,704836.0,,1.1821764170960898,84000056.0,USA,121784.02409292987,,2021-02-08,,
Alabama,US,2021-02-10 05:30:29,32.3182,-86.9023,474666,8579,252880.0,213207.0,1.0,9680.768724818665,,,1.8073761339552443,84000001.0,USA,,,2021-02-09,,
Alaska,US,2021-02-10 05:30:29,61.3707,-152.4044,55891,280,,,2.0,7640.131502504973,1561249.0,,0.500975112272101,84000002.0,USA,213418.0399018516,,2021-02-09,,
American Samoa,US,2021-02-10 05:30:29,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-02-09,,
Arizona,US,2021-02-10 05:30:29,33.7298,-111.4312,787268,14286,108965.0,664017.0,4.0,10816.027055317578,7037126.0,,1.8146298338050064,84000004.0,USA,49043.89056477948,,2021-02-09,,
Arkansas,US,2021-02-10 05:30:29,34.9697,-92.3731,308848,5148,288774.0,14926.0,5.0,10234.19678680259,2542434.0,,1.666839351396156,84000005.0,USA,84247.81728700738,,2021-02-09,,
California,US,2021-02-10 08:30:40,36.1162,-119.6816,3496998,44529,,,6.0,8854.591653828234,44583304.0,,1.2680048224370228,84000006.0,USA,112834.20829043206,,2021-02-09,,
Colorado,US,2021-02-10 05:30:29,39.0598,-105.3111,424949,5972,21611.0,379853.0,8.0,7071.169784480483,5684631.0,,1.411065543577024,84000008.0,USA,98713.17247395957,,2021-02-09,,
Connecticut,US,2021-02-10 05:30:29,41.5978,-72.7554,264608,7298,9800.0,247510.0,9.0,7421.786801455254,6104552.0,,2.7580420848953926,84000009.0,USA,171221.89602127403,,2021-02-09,,
Delaware,US,2021-02-10 05:30:29,39.3185,-75.5071,81210,1343,,,10.0,8339.80307343463,1321626.0,,1.653737224479744,84000010.0,USA,1.3572344017646989e-05,,2021-02-09,,
Diamond Princess,US,2021-02-10 05:30:29,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-02-09,,
District of Columbia,US,2021-02-10 05:30:29,38.8974,-77.0268,38281,961,27121.0,10199.0,11.0,5424.166382099018,1143107.0,,2.510383741281576,84000011.0,USA,161970.7573089016,,2021-02-09,,
Florida,US,2021-02-10 05:30:29,27.7663,-81.6868,1790743,28048,,,12.0,8337.670770435452,21596320.0,,1.5662772379956251,84000012.0,USA,100552.1205516205,,2021-02-09,,
Georgia,US,2021-02-10 05:30:29,33.0406,-83.6431,947416,15301,,,13.0,8923.219881133115,6711587.0,,1.6150244454389624,84000013.0,USA,63212.95666566173,,2021-02-09,,
Grand Princess,US,2021-02-10 05:30:29,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-02-09,,
Guam,US,2021-02-10 05:30:29,13.4443,144.7937,7673,130,7451.0,92.0,66.0,4672.134641263115,110802.0,,1.694252573960641,316.0,GUM,67467.98677456478,,2021-02-09,,
Hawaii,US,2021-02-10 05:30:29,21.0943,-157.4983,27254,418,,,15.0,1924.8915156172309,1008490.0,,1.5337198209437146,84000015.0,USA,71227.48384034715,,2021-02-09,,
Idaho,US,2021-02-10 05:30:29,44.2405,-114.4788,166095,1780,86880.0,77435.0,16.0,9294.289799195887,615270.0,,1.071675848159186,84000016.0,USA,34429.07784551765,,2021-02-09,,
Illinois,US,2021-02-10 05:30:29,40.3495,-88.9861,1150170,21802,,,17.0,9076.5960156792,16739500.0,,1.895545875827052,84000017.0,USA,132100.193018825,,2021-02-09,,
Indiana,US,2021-02-10 05:30:29,39.8494,-86.2583,641874,11942,417785.0,212147.0,18.0,9534.360067609208,7328824.0,,1.8604897534407063,84000018.0,USA,1.0886193690371629e-05,,2021-02-09,,
Iowa,US,2021-02-10 05:30:29,42.0115,-93.2105,326150,5145,296420.0,24585.0,19.0,10337.330075085498,1271013.0,,1.577495017629925,84000019.0,USA,40284.77973547338,,2021-02-09,,
Kansas,US,2021-02-10 05:30:29,38.5266,-96.7265,285341,4205,5954.0,275182.0,20.0,9794.378498163947,1203759.0,,1.4736753568537293,84000020.0,USA,41319.233010928445,,2021-02-09,,
Kentucky,US,2021-02-10 05:30:29,37.6681,-84.6701,381121,4126,45148.0,331847.0,21.0,8530.637761537158,3698800.0,,1.0825958160269311,84000021.0,USA,82790.30269225164,,2021-02-09,,
Louisiana,US,2021-02-10 05:30:29,31.1695,-91.8678,414354,9162,363457.0,41735.0,22.0,8913.150378356193,5224528.0,,2.211152782403452,84000022.0,USA,112384.58834699924,,2021-02-09,,
Maine,US,2021-02-10 05:30:29,44.6939,-69.3819,41636,639,12568.0,28429.0,23.0,3097.4280842605185,1466567.0,,1.5347295609568643,84000023.0,USA,109102.35885410932,,2021-02-09,,
Maryland,US,2021-02-10 05:30:29,39.0639,-76.8021,365529,7413,9526.0,348590.0,24.0,6046.118881581559,7274451.0,,2.0280196646504107,84000024.0,USA,1.2032477736168638e-05,,2021-02-09,,
Massachusetts,US,2021-02-10 05:30:29,42.2302,-71.5301,546896,12734,425717.0,106055.0,25.0,7934.650155393476,14924326.0,,2.765425236242357,84000025.0,USA,2.165298440929224e-05,,2021-02-09,,
Michigan,US,2021-02-10 05:30:29,43.3266,-84.5361,623731,15925,498495.0,109311.0,26.0,6245.518484944763,9779407.0,,2.5531839847626623,84000026.0,USA,9.792276989647494e-06,,2021-02-09,,
Minnesota,US,2021-02-10 05:30:29,45.6945,-93.9002,469254,6376,455280.0,7598.0,27.0,8320.64929059201,6442513.0,,1.3587524027498967,84000027.0,USA,114236.40762375983,,2021-02-09,,
Mississippi,US,2021-02-10 05:30:29,32.7416,-89.6787,282969,6342,253140.0,23487.0,28.0,9507.89090196761,1643606.0,,2.241234905590365,84000028.0,USA,55225.9312285776,,2021-02-09,,
Missouri,US,2021-02-10 05:30:29,38.4561,-92.2884,546253,7485,,,29.0,8900.356957344347,4265085.0,,1.3702441908785856,84000029.0,USA,69493.03519324384,,2021-02-09,,
Montana,US,2021-02-10 05:30:29,46.9219,-110.4544,96288,1315,91784.0,3189.0,30.0,9009.167479121015,997279.0,,1.365694582917913,84000030.0,USA,93310.21035238374,,2021-02-09,,
Nebraska,US,2021-02-10 05:30:29,41.1254,-98.2681,194170,1978,141108.0,51084.0,31.0,10037.69628744298,2190059.0,,1.0186949580264717,84000031.0,USA,113215.98132348502,,2021-02-09,,
Nevada,US,2021-02-10 05:30:29,38.3135,-117.0554,285136,4559,,,32.0,9257.193466824408,2563980.0,,1.5988861455586103,84000032.0,USA,83241.88774854259,,2021-02-09,,
New Hampshire,US,2021-02-10 05:30:29,43.4525,-71.5639,69126,1109,64639.0,3378.0,33.0,5083.874440965764,1326872.0,,1.6043167549113213,84000033.0,USA,97584.85442862492,,2021-02-09,,
New Jersey,US,2021-02-10 05:30:29,40.2989,-74.521,728304,22103,70376.0,635825.0,34.0,8199.599423115245,9912257.0,,3.0348590698389684,84000034.0,USA,111596.99353425224,,2021-02-09,,
New Mexico,US,2021-02-10 05:30:29,34.8405,-106.2485,178280,3430,113448.0,61402.0,35.0,8502.362376712646,2448551.0,,1.923939869867624,84000035.0,USA,116773.99539972024,,2021-02-09,,
New York,US,2021-02-10 05:30:29,42.1657,-74.9481,1497475,44951,133869.0,1318655.0,36.0,7697.690926612357,33849298.0,,3.001786340339572,84000036.0,USA,174000.5236059352,,2021-02-09,,
North Carolina,US,2021-02-10 05:30:29,35.6301,-79.8064,802065,10046,730454.0,61565.0,37.0,7647.392984266717,9356121.0,,1.252516940646955,84000037.0,USA,8.920715165896841e-06,,2021-02-09,,
North Dakota,US,2021-02-10 05:30:29,47.5289,-99.784,98001,1457,96014.0,704.0,38.0,12882.810060073853,1364736.0,,1.4840845429080722,84000038.0,USA,179084.64140712962,,2021-02-09,,
Northern Mariana Islands,US,2021-02-10 05:30:29,15.0979,145.6739,133,2,29.0,102.0,69.0,241.18671115624548,17562.0,,1.5037593984962403,580.0,MNP,31847.52647613521,,2021-02-09,,
Ohio,US,2021-02-10 05:30:29,40.3888,-82.7649,925350,17940,834389.0,73016.0,39.0,7916.349419544704,11087080.0,,1.9392662235910736,84000039.0,USA,9.484973180142184e-06,,2021-02-09,,
Oklahoma,US,2021-02-10 05:30:29,35.5653,-96.9289,406920,3870,377678.0,25372.0,40.0,10283.623508992105,3309116.0,,0.951046888823356,84000040.0,USA,83627.50194530109,,2021-02-09,,
Oregon,US,2021-02-10 05:30:29,44.572,-122.0709,147932,2031,,,41.0,3507.3784828214752,3314935.0,,1.3729281021009654,84000041.0,USA,78595.10917821572,,2021-02-09,,
Pennsylvania,US,2021-02-10 05:30:29,40.5908,-77.2098,885656,22631,745376.0,117649.0,42.0,6918.112490176331,9600222.0,,2.555281057205055,84000042.0,USA,74990.08161934836,,2021-02-09,,
Puerto Rico,US,2021-02-10 05:30:29,18.2208,-66.5901,96402,1893,85365.0,9144.0,72.0,3018.5108529495938,1614372.0,,1.9636522063857595,630.0,PRI,50548.73760604491,,2021-02-09,,
Rhode Island,US,2021-02-10 05:30:29,41.6809,-71.5118,119434,2427,7385.0,109622.0,44.0,11274.15489148647,2673348.0,,2.0320846660080045,84000044.0,USA,252354.7685821925,,2021-02-09,,
South Carolina,US,2021-02-10 05:30:29,33.8569,-80.945,470311,7693,209900.0,252718.0,45.0,9134.533399990754,4514722.0,,1.6357261471664497,84000045.0,USA,87686.40091486923,,2021-02-09,,
South Dakota,US,2021-02-10 05:30:29,44.2998,-99.4388,109405,1809,105352.0,2244.0,46.0,12366.91199659982,662596.0,,1.653489328641287,84000046.0,USA,7.489846370183313e-06,,2021-02-09,,
Tennessee,US,2021-02-10 05:30:29,35.7478,-86.6923,741795,10631,710742.0,20760.0,47.0,10867.097543568229,6612517.0,,1.432492558611462,84000047.0,USA,96827.47869654516,,2021-02-09,,
Texas,US,2021-02-10 05:30:29,31.0545,-97.5635,2551866,39813,2125302.0,386765.0,48.0,8800.787946398317,18301672.0,,1.5596038349976056,84000048.0,USA,63118.17875097501,,2021-02-09,,
Utah,US,2021-02-10 05:30:29,40.15,-111.8624,356040,1748,324102.0,30190.0,49.0,11105.572811621363,2688842.0,,0.4909560723514212,84000049.0,USA,83870.15675189756,,2021-02-09,,
Vermont,US,2021-02-10 05:30:29,44.0459,-72.7107,13105,186,9866.0,3053.0,50.0,2100.197279118702,937330.0,,1.4193056085463565,84000050.0,USA,150215.78906038404,,2021-02-09,,
Virgin Islands,US,2021-02-10 05:30:29,18.3358,-64.8963,2485,24,2390.0,71.0,78.0,2316.627512398852,43589.0,,0.96579476861167,850.0,VIR,40635.604280866624,,2021-02-09,,
Virginia,US,2021-02-10 05:30:29,37.7693,-78.17,534116,6898,42199.0,485019.0,51.0,6257.569106225409,5469777.0,,1.2914797534617948,84000051.0,USA,64082.5355786801,,2021-02-09,,
Washington,US,2021-02-10 05:30:29,47.4009,-121.4905,324025,4558,,,53.0,4255.148430844662,4771837.0,,1.406681583211172,84000053.0,USA,62664.53120221125,,2021-02-09,,
West Virginia,US,2021-02-10 05:30:29,38.4912,-80.9545,125522,2150,108616.0,14756.0,54.0,7004.001345871739,2032281.0,,1.7128471503003455,84000054.0,USA,113399.23566537788,,2021-02-09,,
Wisconsin,US,2021-02-10 05:30:29,44.2685,-89.6165,602256,6663,531343.0,64250.0,55.0,10343.715360277163,6351878.0,,1.10634016099466,84000055.0,USA,1.0909317306130047e-05,,2021-02-09,,
Wyoming,US,2021-02-10 05:30:29,42.756,-107.3025,52830,647,51386.0,797.0,56.0,9128.151786840464,704836.0,,1.2246829452962331,84000056.0,USA,121784.02409292987,,2021-02-09,,
Alabama,US,2021-02-11 05:30:49,32.3182,-86.9023,476067,8888,264621.0,202558.0,1.0,9709.341988931685,,,1.8669641037921128,84000001.0,USA,,,2021-02-10,,
Alaska,US,2021-02-11 05:30:49,61.3707,-152.4044,56096,280,,,2.0,7668.1543855812015,1568003.0,,0.4991443240159726,84000002.0,USA,214341.2913764704,,2021-02-10,,
American Samoa,US,2021-02-11 05:30:49,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-02-10,,
Arizona,US,2021-02-11 05:30:49,33.7298,-111.4312,789245,14462,109543.0,665240.0,4.0,10843.188435544342,7061776.0,,1.8323841139316688,84000004.0,USA,49159.968714266535,,2021-02-10,,
Arkansas,US,2021-02-11 05:30:49,34.9697,-92.3731,309940,5174,290548.0,14218.0,5.0,10270.382039390232,2552254.0,,1.6693553591017616,84000005.0,USA,84573.21946687059,,2021-02-10,,
California,US,2021-02-11 08:30:52,36.1162,-119.6816,3506134,45091,,,6.0,8877.693365923755,44770601.0,,1.2811543731152577,84000006.0,USA,113308.23122758749,,2021-02-10,,
Colorado,US,2021-02-11 05:30:49,39.0598,-105.3111,426126,5979,21689.0,380502.0,8.0,7084.210840712268,5684631.0,,1.4143508815793666,84000008.0,USA,98713.17247395957,,2021-02-10,,
Connecticut,US,2021-02-11 05:30:49,41.5978,-72.7554,265496,7326,9800.0,248370.0,9.0,7446.693632237741,6133343.0,,2.759363606231356,84000009.0,USA,172029.4326936373,,2021-02-10,,
Delaware,US,2021-02-11 05:30:49,39.3185,-75.5071,81461,1346,,,10.0,8365.5793395525,1329804.0,,1.652324425185058,84000010.0,USA,1.365632740581907e-05,,2021-02-10,,
Diamond Princess,US,2021-02-11 05:30:49,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-02-10,,
District of Columbia,US,2021-02-11 05:30:49,38.8974,-77.0268,38348,965,27238.0,10145.0,11.0,5433.65984223853,1146272.0,,2.5164284969229165,84000011.0,USA,162419.21703041732,,2021-02-10,,
Florida,US,2021-02-11 05:30:49,27.7663,-81.6868,1798280,28208,,,12.0,8372.762921903737,21701564.0,,1.5686100051159997,84000012.0,USA,101042.1349325583,,2021-02-10,,
Georgia,US,2021-02-11 05:30:49,33.0406,-83.6431,950906,15421,,,13.0,8956.09038087679,6734381.0,,1.62171655242474,84000013.0,USA,63427.64152845753,,2021-02-10,,
Grand Princess,US,2021-02-11 05:30:49,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-02-10,,
Guam,US,2021-02-11 05:30:49,13.4443,144.7937,7673,130,7460.0,83.0,66.0,4672.134641263115,111337.0,,1.694252573960641,316.0,GUM,67793.75140809479,,2021-02-10,,
Hawaii,US,2021-02-11 05:30:49,21.0943,-157.4983,27330,423,,,15.0,1930.259232472992,1012812.0,,1.5477497255762898,84000015.0,USA,71532.73742259188,,2021-02-10,,
Idaho,US,2021-02-11 05:30:49,44.2405,-114.4788,166553,1791,87505.0,77257.0,16.0,9319.918413711868,616857.0,,1.0753333773633618,84000016.0,USA,34517.88267354573,,2021-02-10,,
Illinois,US,2021-02-11 05:30:49,40.3495,-88.9861,1152995,21869,,,17.0,9098.8895755393,16822385.0,,1.89671247490232,84000017.0,USA,132754.28211935758,,2021-02-10,,
Indiana,US,2021-02-11 05:30:49,39.8494,-86.2583,643305,12001,419043.0,212261.0,18.0,9555.61606061835,7367210.0,,1.865522574828425,84000018.0,USA,1.0943212037516902e-05,,2021-02-10,,
Iowa,US,2021-02-11 05:30:49,42.0115,-93.2105,327061,5174,297805.0,24082.0,19.0,10366.204236356089,1273327.0,,1.5819678897820284,84000019.0,USA,40358.12200680175,,2021-02-10,,
Kansas,US,2021-02-11 05:30:49,38.5266,-96.7265,287213,4308,6018.0,276887.0,20.0,9858.635217487714,1211493.0,,1.499932106137257,84000020.0,USA,41584.70388018593,,2021-02-10,,
Kentucky,US,2021-02-11 05:30:49,37.6681,-84.6701,383032,4175,45297.0,333560.0,21.0,8573.411706720703,3713640.0,,1.089987259550116,84000021.0,USA,83122.46666217514,,2021-02-10,,
Louisiana,US,2021-02-11 05:30:49,31.1695,-91.8678,414687,9212,380673.0,24802.0,22.0,8920.313526475898,5235390.0,,2.2214344794989955,84000022.0,USA,112618.2403436246,,2021-02-10,,
Maine,US,2021-02-11 05:30:49,44.6939,-69.3819,41889,641,12582.0,28666.0,23.0,3116.249520164974,1475798.0,,1.5302346678125522,84000023.0,USA,109789.08088902645,,2021-02-10,,
Maryland,US,2021-02-11 05:30:49,39.0639,-76.8021,366666,7446,9526.0,349694.0,24.0,6064.9256990115255,7304817.0,,2.030730964965391,84000024.0,USA,1.2082705336703232e-05,,2021-02-10,,
Massachusetts,US,2021-02-11 05:30:49,42.2302,-71.5301,548946,12804,425717.0,108022.0,25.0,7964.392616151201,15027785.0,,2.770217835634106,84000025.0,USA,2.180308807990363e-05,,2021-02-10,,
Michigan,US,2021-02-11 05:30:49,43.3266,-84.5361,624970,15939,498495.0,110536.0,26.0,6257.924790552223,9813783.0,,2.550362417396035,84000026.0,USA,9.82669822948301e-06,,2021-02-10,,
Minnesota,US,2021-02-11 05:30:49,45.6945,-93.9002,469905,6387,456244.0,7274.0,27.0,8332.192596963774,6459253.0,,1.3592109043317266,84000027.0,USA,114533.2355018909,,2021-02-10,,
Mississippi,US,2021-02-11 05:30:49,32.7416,-89.6787,283753,6367,253140.0,24246.0,28.0,9534.233669080411,1644390.0,,2.2438529284271884,84000028.0,USA,55252.2739956904,,2021-02-10,,
Missouri,US,2021-02-11 05:30:49,38.4561,-92.2884,547692,7496,,,29.0,8923.803260909945,4276558.0,,1.3686524542991316,84000029.0,USA,69679.97017643222,,2021-02-10,,
Montana,US,2021-02-11 05:30:49,46.9219,-110.4544,96595,1320,92248.0,3027.0,30.0,9037.891872774328,1001074.0,,1.3665303587142192,84000030.0,USA,93665.28876904276,,2021-02-10,,
Nebraska,US,2021-02-11 05:30:49,41.1254,-98.2681,194632,1986,141239.0,51407.0,31.0,10061.579563359954,2205128.0,,1.020387192239714,84000031.0,USA,113994.9793425172,,2021-02-10,,
Nevada,US,2021-02-11 05:30:49,38.3135,-117.0554,285795,4582,,,32.0,9278.58848707663,2572945.0,,1.6032470826991374,84000032.0,USA,83532.94443528184,,2021-02-10,,
New Hampshire,US,2021-02-11 05:30:49,43.4525,-71.5639,69519,1116,64989.0,3414.0,33.0,5112.777641719454,1335663.0,,1.6053165321710612,84000033.0,USA,98231.38887601852,,2021-02-10,,
New Jersey,US,2021-02-11 05:30:49,40.2989,-74.521,732674,22250,70759.0,639665.0,34.0,8248.79900114724,9916627.0,,3.0368212875030367,84000034.0,USA,111646.19311228424,,2021-02-10,,
New Mexico,US,2021-02-11 05:30:49,34.8405,-106.2485,178790,3461,114976.0,60353.0,35.0,8526.68481788453,2458248.0,,1.9357905923150065,84000035.0,USA,117236.45561941389,,2021-02-10,,
New York,US,2021-02-11 05:30:49,42.1657,-74.9481,1504059,45123,134742.0,1324194.0,36.0,7731.53562990344,34026048.0,,3.0000817787068192,84000036.0,USA,174909.09761971084,,2021-02-10,,
North Carolina,US,2021-02-11 05:30:49,35.6301,-79.8064,805898,10181,730454.0,65263.0,37.0,7683.939220929199,9391945.0,,1.263311237898593,84000037.0,USA,8.95487202428966e-06,,2021-02-10,,
North Dakota,US,2021-02-11 05:30:49,47.5289,-99.784,98135,1459,96026.0,729.0,38.0,12887.927753909787,1367891.0,,1.4855315942737288,84000038.0,USA,179498.64971616483,,2021-02-10,,
Northern Mariana Islands,US,2021-02-11 05:30:49,15.0979,145.6739,133,2,29.0,102.0,69.0,241.18671115624548,17562.0,,1.5037593984962403,580.0,MNP,31847.52647613521,,2021-02-10,,
Ohio,US,2021-02-11 05:30:49,40.3888,-82.7649,928631,17986,841193.0,69447.0,39.0,7944.418304232148,11156502.0,,1.9373680180825323,84000039.0,USA,9.5443635523693e-06,,2021-02-10,,
Oklahoma,US,2021-02-11 05:30:49,35.5653,-96.9289,408592,3900,380167.0,24525.0,40.0,10325.87805167134,3327080.0,,0.9544973959353096,84000040.0,USA,84081.48556054619,,2021-02-10,,
Oregon,US,2021-02-11 05:30:49,44.572,-122.0709,148475,2044,,,41.0,3520.2526852670044,3328998.0,,1.3766627378346523,84000041.0,USA,78928.53442497719,,2021-02-10,,
Pennsylvania,US,2021-02-11 05:30:49,40.5908,-77.2098,888742,22757,757050.0,108935.0,42.0,6942.218119387542,9634422.0,,2.560585636776477,84000042.0,USA,75257.22760736632,,2021-02-10,,
Puerto Rico,US,2021-02-11 05:30:49,18.2208,-66.5901,96494,1897,86332.0,8265.0,72.0,3021.391529683182,1620566.0,,1.9659253425083425,630.0,PRI,50742.6822983041,,2021-02-10,,
Rhode Island,US,2021-02-11 05:30:49,41.6809,-71.5118,119893,2437,7416.0,110040.0,44.0,11317.482897709093,2691022.0,,2.03264577581677,84000044.0,USA,254023.13281308263,,2021-02-10,,
South Carolina,US,2021-02-11 05:30:49,33.8569,-80.945,473140,7742,211845.0,253553.0,45.0,9189.479159261906,4534832.0,,1.636302151583041,84000045.0,USA,88076.98388374262,,2021-02-10,,
South Dakota,US,2021-02-11 05:30:49,44.2998,-99.4388,109580,1815,105614.0,2151.0,46.0,12386.69362997494,664127.0,,1.6563241467421062,84000046.0,USA,7.507152473438918e-06,,2021-02-10,,
Tennessee,US,2021-02-11 05:30:49,35.7478,-86.6923,743930,10731,714067.0,19475.0,47.0,10898.433690516598,6640932.0,,1.4418096585527085,84000047.0,USA,97243.56122717036,,2021-02-10,,
Texas,US,2021-02-11 05:30:49,31.0545,-97.5635,2564763,40161,2168762.0,355853.0,48.0,8845.266677705016,18414867.0,,1.5653688079561348,84000048.0,USA,63508.56178503423,,2021-02-10,,
Utah,US,2021-02-11 05:30:49,40.15,-111.8624,357339,1765,326237.0,29337.0,49.0,11146.091121592985,2700294.0,,0.4939287343391009,84000049.0,USA,84227.36667167817,,2021-02-10,,
Vermont,US,2021-02-11 05:30:49,44.0459,-72.7107,13122,187,9988.0,2947.0,50.0,2102.921686119467,942276.0,,1.4250876390794087,84000050.0,USA,151008.43123837118,,2021-02-10,,
Virgin Islands,US,2021-02-11 05:30:49,18.3358,-64.8963,2485,24,2393.0,68.0,78.0,2316.627512398852,43926.0,,0.96579476861167,850.0,VIR,40949.770667859935,,2021-02-10,,
Virginia,US,2021-02-11 05:30:49,37.7693,-78.17,537319,6932,42338.0,488049.0,51.0,6295.094650952098,5486136.0,,1.2901088552610274,84000051.0,USA,64274.193520042536,,2021-02-10,,
Washington,US,2021-02-11 05:30:49,47.4009,-121.4905,324706,4603,,,53.0,4264.09143240752,4793925.0,,1.4175900660905558,84000053.0,USA,62954.594371844745,,2021-02-10,,
West Virginia,US,2021-02-11 05:30:49,38.4912,-80.9545,125951,2175,109700.0,14076.0,54.0,7027.939114369525,2041441.0,,1.726862033648006,84000054.0,USA,113910.35445195064,,2021-02-10,,
Wisconsin,US,2021-02-11 05:30:49,44.2685,-89.6165,603255,6705,532793.0,63757.0,55.0,10360.873133126111,6384569.0,,1.111470273764826,84000055.0,USA,1.0965463927972393e-05,,2021-02-10,,
Wyoming,US,2021-02-11 05:30:49,42.756,-107.3025,52874,647,51419.0,808.0,56.0,9135.754260408909,597849.0,,1.2236638045163974,84000056.0,USA,103298.43682776424,,2021-02-10,,
Alabama,US,2021-02-12 05:30:51,32.3182,-86.9023,477570,9021,264621.0,203928.0,1.0,9739.99553351546,,,1.8889377473459388,84000001.0,USA,,,2021-02-11,,
Alaska,US,2021-02-12 05:30:51,61.3707,-152.4044,56254,280,,,2.0,7689.75251009849,1577356.0,,0.4977423827638923,84000002.0,USA,215619.81832969948,,2021-02-11,,
American Samoa,US,2021-02-12 05:30:51,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-02-11,,
Arizona,US,2021-02-12 05:30:51,33.7298,-111.4312,791106,14662,110104.0,666340.0,4.0,10868.756128312174,7105696.0,,1.8533546705498376,84000004.0,USA,49368.49447505653,,2021-02-11,,
Arkansas,US,2021-02-12 05:30:51,34.9697,-92.3731,311043,5199,292298.0,13546.0,5.0,10306.931795438008,2563275.0,,1.6714730760698682,84000005.0,USA,84938.41879724462,,2021-02-11,,
California,US,2021-02-12 08:30:43,36.1162,-119.6816,3517105,45624,,,6.0,8905.47717348123,44923981.0,,1.292219514191395,84000006.0,USA,113696.4149043196,,2021-02-11,,
Colorado,US,2021-02-12 05:30:51,39.0598,-105.3111,427250,5983,21766.0,382136.0,8.0,7114.113235960113,5756150.0,,1.4110910142720103,84000008.0,USA,99955.09431236295,,2021-02-11,,
Connecticut,US,2021-02-12 05:30:51,41.5978,-72.7554,266499,7354,9800.0,249345.0,9.0,7474.826009799492,6176700.0,,2.7594850262102297,84000009.0,USA,173245.51992588534,,2021-02-11,,
Delaware,US,2021-02-12 05:30:51,39.3185,-75.5071,81875,1350,,,10.0,8408.094774503885,1339316.0,,1.6488549618320612,84000010.0,USA,1.3754010211919932e-05,,2021-02-11,,
